pdb,plddt
A0A140D2T1_ZIKV_Sourisseau_2019.pdb,65.00487161171473
A0A192B1T2_9HIV1_Haddox_2018.pdb,74.75617399023524
A0A1I9GEU1_NEIME_Kennouche_2019.pdb,93.38067669172932
A0A247D711_LISMN_Stadelmann_2021.pdb,91.59233893557425
A0A2Z5U3Z0_9INFA_Doud_2016.pdb,86.67465227272727
A0A2Z5U3Z0_9INFA_Wu_2014.pdb,86.90170890334154
A4D664_9INFA_Soh_2019.pdb,91.39040341796074
A4GRB6_PSEAI_Chen_2020.pdb,90.74477112676055
A4_HUMAN_Seuma_2022.pdb,67.49939080459771
AACC1_PSEAI_Dandage_2018.pdb,89.75672035139092
ACE2_HUMAN_Chan_2020.pdb,90.3445121202823
ADRB2_HUMAN_Jones_2020.pdb,77.4885006119951
AICDA_HUMAN_Gajula_2014_3cycles.pdb,89.19467179183916
AMFR_HUMAN_Tsuboyama_2023_4G3O.pdb,97.15911917098445
AMIE_PSEAE_Wrenbeck_2017.pdb,97.91922848664689
ANCSZ_Hobbs_2022.pdb,82.40625474146536
ARGR_ECOLI_Tsuboyama_2023_1AOY.pdb,92.87123411978222
B2L11_HUMAN_Dutta_2010_binding-Mcl-1.pdb,60.2062958199357
BBC1_YEAST_Tsuboyama_2023_1TG0.pdb,97.50011472275335
BCHB_CHLTE_Tsuboyama_2023_2KRU.pdb,92.13533175355451
BLAT_ECOLX_Deng_2012.pdb,94.17457259158752
BLAT_ECOLX_Firnberg_2014.pdb,94.11493579635054
BLAT_ECOLX_Jacquier_2013.pdb,94.17457259158752
BLAT_ECOLX_Stiffler_2015.pdb,94.17457259158752
BRCA1_HUMAN_Findlay_2018.pdb,39.569514055948865
BRCA2_HUMAN_Erwood_2022_HEK293T.pdb,39.212485264133456
C6KNH7_9INFA_Lee_2018.pdb,85.76086461126006
CALM1_HUMAN_Weile_2017.pdb,83.281031543052
CAPSD_AAV2S_Sinai_2021.pdb,86.09286651700916
CAR11_HUMAN_Meitlis_2020_gof.pdb,71.5477626918536
CAR11_HUMAN_Meitlis_2020_lof.pdb,71.50684823441021
CAS9_STRP1_Spencer_2017_positive.pdb,88.16606204509142
CASP3_HUMAN_Roychowdhury_2020.pdb,89.39727250608273
CASP7_HUMAN_Roychowdhury_2020.pdb,83.4006868867083
CATR_CHLRE_Tsuboyama_2023_2AMI.pdb,94.44200000000001
CBPA2_HUMAN_Tsuboyama_2023_1O6X.pdb,93.4551923076923
CBS_HUMAN_Sun_2020.pdb,91.54251705481063
CBX4_HUMAN_Tsuboyama_2023_2K28.pdb,94.9255403868032
CCDB_ECOLI_Adkar_2012.pdb,96.0005243902439
CCDB_ECOLI_Tripathi_2016.pdb,96.0005243902439
CCR5_HUMAN_Gill_2023.pdb,82.57739069604757
CD19_HUMAN_Klesmith_2019_FMC_singles.pdb,62.21854520102255
CP2C9_HUMAN_Amorosi_2021_abundance.pdb,93.49291378869276
CP2C9_HUMAN_Amorosi_2021_activity.pdb,93.49291378869276
CSN4_MOUSE_Tsuboyama_2023_1UFM.pdb,93.99976320582878
CUE1_YEAST_Tsuboyama_2023_2MYX.pdb,97.40344527363183
D7PM05_CLYGR_Somermeyer_2022.pdb,97.21899462365592
DLG4_HUMAN_Faure_2021.pdb,77.54855984487925
DLG4_RAT_McLaughlin_2012.pdb,78.18001691143748
DN7A_SACS2_Tsuboyama_2023_1JIC.pdb,89.98379310344826
DNJA1_HUMAN_Tsuboyama_2023_2LO1.pdb,90.28206766917293
DOCK1_MOUSE_Tsuboyama_2023_2M0Y.pdb,92.28783044667274
DYR_ECOLI_Nguyen_2023.pdb,96.42821625887925
DYR_ECOLI_Thompson_2019.pdb,96.42821625887925
ENVZ_ECOLI_Ghose_2023.pdb,92.26151199165798
ENV_HV1B9_DuenasDecamp_2016.pdb,74.14425051184557
ENV_HV1BR_Haddox_2016.pdb,74.2433854242734
EPHB2_HUMAN_Tsuboyama_2023_1F0M.pdb,97.29656429942418
ERBB2_HUMAN_Elazar_2016.pdb,73.91050621118012
ESTA_BACSU_Nutschel_2020.pdb,91.21964208577599
F7YBW7_MESOW_Ding_2023.pdb,93.71077852348994
F7YBW8_MESOW_Aakre_2015.pdb,93.71077852348994
FECA_ECOLI_Tsuboyama_2023_2D1U.pdb,93.5969850187266
FKBP3_HUMAN_Tsuboyama_2023_2KFV.pdb,91.18934199134199
GAL4_YEAST_Kitzman_2015.pdb,67.3089248389406
GCN4_YEAST_Staller_2018.pdb,63.29288050885961
GDIA_HUMAN_Silverstein_2021.pdb,94.42534667418263
GFP_AEQVI_Sarkisyan_2016.pdb,96.8525951374207
GLPA_HUMAN_Elazar_2016.pdb,58.234350479511775
GRB2_HUMAN_Faure_2021.pdb,88.54060258249642
HCP_LAMBD_Tsuboyama_2023_2L6Q.pdb,86.24715294117647
HECD1_HUMAN_Tsuboyama_2023_3DKM.pdb,93.70814159292036
HEM3_HUMAN_Loggerenberg_2023.pdb,92.07548959827832
HIS7_YEAST_Pokusaeva_2019.pdb,95.33249328157659
HMDH_HUMAN_Jiang_2019.pdb,76.24634517397001
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2.pdb,85.21221563154222
HSP82_YEAST_Flynn_2019.pdb,85.21221563154222
HSP82_YEAST_Mishra_2016.pdb,85.45571391281649
HXK4_HUMAN_Gersing_2022_activity.pdb,94.37232226832641
HXK4_HUMAN_Gersing_2023_abundance.pdb,94.37232226832641
I6TAH8_I68A0_Doud_2015.pdb,87.60024327784892
IF1_ECOLI_Kelsic_2016.pdb,85.26664930555556
ILF3_HUMAN_Tsuboyama_2023_2L33.pdb,94.58694394213381
ISDH_STAAW_Tsuboyama_2023_2LHR.pdb,91.21082978723403
KCNE1_HUMAN_Muhammad_2023_expression.pdb,68.72320077594568
KCNE1_HUMAN_Muhammad_2023_function.pdb,68.85107976653697
KCNH2_HUMAN_Kozek_2020.pdb,62.768290161263145
KCNJ2_MOUSE_Coyote-Maestas_2022_function.pdb,81.10474536355606
KCNJ2_MOUSE_Coyote-Maestas_2022_surface.pdb,81.01378569325874
KKA2_KLEPN_Melnikov_2014.pdb,94.67362389813908
LGK_LIPST_Klesmith_2015.pdb,97.48916077738517
LYAM1_HUMAN_Elazar_2016.pdb,84.81097899728998
MAFG_MOUSE_Tsuboyama_2023_1K1V.pdb,94.04098265895954
MBD11_ARATH_Tsuboyama_2023_6ACV.pdb,84.1870077220077
MET_HUMAN_Estevam_2023.pdb,90.22084679179397
MK01_HUMAN_Brenan_2016.pdb,91.40320178448867
MLAC_ECOLI_MacRae_2023.pdb,91.75203319502076
MSH2_HUMAN_Jia_2020.pdb,88.13460503059143
MTH3_HAEAE_RockahShmuel_2015.pdb,93.84050131430718
MTHR_HUMAN_Weile_2021.pdb,88.42661281125262
MYO3_YEAST_Tsuboyama_2023_2BTT.pdb,96.40253699788583
NCAP_I34A1_Doud_2015.pdb,86.77772946859902
NKX31_HUMAN_Tsuboyama_2023_2L9R.pdb,92.23558270676692
NPC1_HUMAN_Erwood_2022_HEK293T.pdb,86.5064302672122
NPC1_HUMAN_Erwood_2022_RPE1.pdb,86.5064302672122
NRAM_I33A0_Jiang_2016.pdb,92.56010102489019
NUD15_HUMAN_Suiter_2020.pdb,95.73851319875777
NUSA_ECOLI_Tsuboyama_2023_1WCL.pdb,95.84874306839187
NUSG_MYCTU_Tsuboyama_2023_2MI6.pdb,91.84739856801909
OBSCN_HUMAN_Tsuboyama_2023_1V1C.pdb,94.2538403041825
ODP2_GEOSE_Tsuboyama_2023_1W4G.pdb,90.23325874125874
OPSD_HUMAN_Wan_2019.pdb,88.18140978816655
OTC_HUMAN_Lo_2023.pdb,91.23560997171147
OTU7A_HUMAN_Tsuboyama_2023_2L2D.pdb,91.60978193146418
OXDA_RHOTO_Vanella_2023_activity.pdb,96.41804083094557
OXDA_RHOTO_Vanella_2023_expression.pdb,96.41804083094557
P53_HUMAN_Giacomelli_2018_Null_Etoposide.pdb,73.51910353953026
P53_HUMAN_Giacomelli_2018_Null_Nutlin.pdb,73.48354227881163
P53_HUMAN_Giacomelli_2018_WT_Nutlin.pdb,73.48354227881163
P53_HUMAN_Kotler_2018.pdb,74.31319416832339
P84126_THETH_Chan_2017.pdb,97.48186359026369
PABP_YEAST_Melamed_2013.pdb,82.10457248239634
PAI1_HUMAN_Huttinger_2021.pdb,89.3582915681639
PA_I34A1_Wu_2015.pdb,92.32081808767691
PHOT_CHLRE_Chen_2023.pdb,94.43729490022173
PIN1_HUMAN_Tsuboyama_2023_1I6C.pdb,89.06763071895425
PITX2_HUMAN_Tsuboyama_2023_2L7M.pdb,96.33519999999999
PKN1_HUMAN_Tsuboyama_2023_1URF.pdb,92.26715315315315
POLG_CXB3N_Mattenberger_2021.pdb,74.16801974991235
POLG_DEN26_Suphatrakul_2023.pdb,94.67581777808618
POLG_HCVJF_Qi_2014.pdb,60.15090322859864
POLG_PESV_Tsuboyama_2023_2MXD.pdb,92.31955947136564
PPARG_HUMAN_Majithia_2016.pdb,75.38107319485658
PPM1D_HUMAN_Miller_2022.pdb,66.75215753424658
PR40A_HUMAN_Tsuboyama_2023_1UZC.pdb,84.46243761996162
PRKN_HUMAN_Clausen_2023.pdb,78.2259339439356
PSAE_SYNP2_Tsuboyama_2023_1PSE.pdb,94.55253308128545
PTEN_HUMAN_Matreyek_2021.pdb,83.54937989163155
PTEN_HUMAN_Mighell_2018.pdb,84.03971975497701
Q2N0S5_9HIV1_Haddox_2018.pdb,74.41969311705392
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR.pdb,88.04344313453537
Q53Z42_HUMAN_McShan_2019_expression.pdb,88.04344313453537
Q59976_STRSQ_Romero_2015.pdb,93.78791545189506
Q6WV13_9MAXI_Somermeyer_2022.pdb,94.80429310344827
Q837P4_ENTFA_Meier_2023.pdb,92.97814592274678
Q837P5_ENTFA_Meier_2023.pdb,93.34484353741497
Q8WTC7_9CNID_Somermeyer_2022.pdb,96.59386315789475
R1AB_SARS2_Flynn_2022.pdb,96.55835656949725
RAD_ANTMA_Tsuboyama_2023_2CJJ.pdb,96.27549832026877
RAF1_HUMAN_Zinkus-Boltz_2019.pdb,67.46066484694872
RASH_HUMAN_Bandaru_2017.pdb,91.3238280725319
RASK_HUMAN_Weng_2022_abundance.pdb,91.27404936624417
RASK_HUMAN_Weng_2022_binding-DARPin_K55.pdb,91.27404936624417
RBP1_HUMAN_Tsuboyama_2023_2KWH.pdb,90.45617312072895
RCD1_ARATH_Tsuboyama_2023_5OAO.pdb,91.66606124604013
RCRO_LAMBD_Tsuboyama_2023_1ORC.pdb,97.01471544715446
RD23A_HUMAN_Tsuboyama_2023_1IFY.pdb,92.40339999999999
RDRP_I33A0_Li_2023.pdb,91.9221113402062
REV_HV1H2_Fernandes_2016.pdb,76.02022875816992
RFAH_ECOLI_Tsuboyama_2023_2LCL.pdb,95.13239080459769
RL20_AQUAE_Tsuboyama_2023_1GYZ.pdb,91.73620292887028
RL40A_YEAST_Mavor_2016.pdb,93.67725663716813
RL40A_YEAST_Roscoe_2013.pdb,93.47545411317166
RL40A_YEAST_Roscoe_2014.pdb,93.47545411317166
RNC_ECOLI_Weeks_2023.pdb,94.78466073414906
RPC1_BP434_Tsuboyama_2023_1R69.pdb,97.75526639344262
RPC1_LAMBD_Li_2019_high-expression.pdb,85.10399673735726
RPC1_LAMBD_Li_2019_low-expression.pdb,85.1716402405686
RS15_GEOSE_Tsuboyama_2023_1A32.pdb,97.38854166666667
S22A1_HUMAN_Yee_2023_abundance.pdb,84.40179762182326
S22A1_HUMAN_Yee_2023_activity.pdb,84.46904101675331
SAV1_MOUSE_Tsuboyama_2023_2YSB.pdb,87.63914764079148
SBI_STAAM_Tsuboyama_2023_2JVG.pdb,94.04233995584987
SC6A4_HUMAN_Young_2021.pdb,83.10369525731583
SCIN_STAAR_Tsuboyama_2023_2QFF.pdb,97.04857394366196
SCN5A_HUMAN_Glazer_2019.pdb,70.28837241379311
SDA_BACSU_Tsuboyama_2023_1PV0.pdb,94.91785326086958
SERC_HUMAN_Xie_2023.pdb,97.87571780436312
SHOC2_HUMAN_Kwon_2022.pdb,88.5826926388291
SOX30_HUMAN_Tsuboyama_2023_7JJK.pdb,86.39022556390977
SPA_STAAU_Tsuboyama_2023_1LP1.pdb,94.06482598607889
SPG1_STRSG_Olson_2014.pdb,66.7363223880597
SPG1_STRSG_Wu_2016.pdb,66.7363223880597
SPG2_STRSG_Tsuboyama_2023_5UBS.pdb,94.90909502262443
SPIKE_SARS2_Starr_2020_binding.pdb,82.2528002846541
SPIKE_SARS2_Starr_2020_expression.pdb,82.2528002846541
SPTN1_CHICK_Tsuboyama_2023_1TUD.pdb,96.04719959266804
SQSTM_MOUSE_Tsuboyama_2023_2RRU.pdb,91.50121794871794
SR43C_ARATH_Tsuboyama_2023_2N88.pdb,94.16613756613758
SRBS1_HUMAN_Tsuboyama_2023_2O2W.pdb,95.94725598526703
SRC_HUMAN_Ahler_2019.pdb,84.62337324871274
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM.pdb,84.592483534906
SRC_HUMAN_Nguyen_2022.pdb,84.592483534906
SUMO1_HUMAN_Weile_2017.pdb,78.12819201995012
SYUA_HUMAN_Newberry_2020.pdb,76.89749255213505
TADBP_HUMAN_Bolognesi_2019.pdb,66.16856413529037
TAT_HV1BR_Fernandes_2016.pdb,76.17743964886613
TCRG1_MOUSE_Tsuboyama_2023_1E0L.pdb,82.68696817420435
THO1_YEAST_Tsuboyama_2023_2WQG.pdb,85.26217791411042
TNKS2_HUMAN_Tsuboyama_2023_5JRT.pdb,96.53434262948207
TPK1_HUMAN_Weile_2017.pdb,97.94480492275466
TPMT_HUMAN_Matreyek_2018.pdb,94.87322076612905
TPOR_HUMAN_Bridgford_2020.pdb,73.32830809087285
TRPC_SACS2_Chan_2017.pdb,97.13818905472637
TRPC_THEMA_Chan_2017.pdb,96.0500744047619
UBC9_HUMAN_Weile_2017.pdb,96.75992963252541
UBE4B_HUMAN_Tsuboyama_2023_3L1X.pdb,96.53302949061661
UBE4B_MOUSE_Starita_2013.pdb,79.96360183996576
UBR5_HUMAN_Tsuboyama_2023_1I2T.pdb,96.40344420600857
VG08_BPP22_Tsuboyama_2023_2GP8.pdb,85.31197138314785
VILI_CHICK_Tsuboyama_2023_1YU5.pdb,96.88833333333334
VKOR1_HUMAN_Chiasson_2020_abundance.pdb,86.08840873634945
VKOR1_HUMAN_Chiasson_2020_activity.pdb,86.18344894026974
VRPI_BPT7_Tsuboyama_2023_2WNM.pdb,84.78872767857145
YAIA_ECOLI_Tsuboyama_2023_2KVT.pdb,94.40030805687202
YAP1_HUMAN_Araya_2012.pdb,56.723517333333334
YNZC_BACSU_Tsuboyama_2023_2JVD.pdb,94.70152886115446
